,latitude,longitude,listing_id
30895,40.7674,-73.9838,7099740
30896,40.7518,-73.9726,7105056
30897,40.7699,-73.9208,7165289
30898,40.7032,-73.9914,7191326
309,40.8631,-73.9264,7161834
30900,40.7622,-73.9591,7191111
30901,40.7619,-73.9639,7113232
30903,40.7864,-73.9421,7185596
30904,40.7182,-73.9897,7098770
30905,40.7633,-73.9849,7152315
30909,40.7708,-73.9864,7211407
3091,40.8163,-73.9416,7158337
30910,40.7762,-73.9553,7156716
30913,40.787,-73.9497,7162115
30917,40.7593,-73.9962,7198124
30919,40.7826,-73.9469,7101463
3092,40.6982,-73.9224,7105836
30920,40.7382,-73.9965,7089361
30922,40.7984,-73.9632,7169223
30924,40.7494,-73.9875,7093346
30926,40.753,-73.9958,7118134
30928,40.7725,-73.9819,7101107
30931,40.7178,-73.9984,7132214
30933,40.7747,-73.9497,7133877
30939,40.7647,-73.9473,7209511
3094,40.716,-74.0036,7118625
30940,40.7424,-73.996,7130460
30944,40.7776,-73.9836,7188181
30948,40.6709,-73.9483,7174137
3095,40.7236,-74.0106,7123528
30952,40.7472,-73.956,7112651
30958,40.7347,-74.0013,7111265
3096,40.8246,-73.9508,7113387
30962,40.6956,-73.9227,7155704
30964,40.7183,-74.0054,7106081
30966,40.7594,-73.9712,7211689
30969,40.706,-74.0088,7217275
3097,40.77,-73.9838,7220851
30970,40.7554,-73.9685,7195805
30975,40.7064,-74.0157,7186077
30979,40.7174,-73.9617,7134552
30980,40.7533,-73.9232,7218722
30981,40.7075,-74.0113,7094391
30983,40.7834,-73.9511,7118702
30984,40.8513,-73.9341,7167974
30987,40.6207,-74.0378,7169649
30988,40.7655,-73.9857,7110172
30989,40.7327,-73.9931,7098453
3099,40.7399,-73.9864,7225833
30991,40.726,-73.9892,7204361
30992,40.7765,-73.9571,7088922
30994,40.7575,-73.9626,7224235
30997,40.7716,-73.9506,7228908
3100,40.7231,-74.0044,7104851
31000,40.7783,-73.9836,7175251
31002,40.7539,-73.9677,7122695
31003,40.7081,-74.0065,7216534
31008,40.7231,-74.0044,7226951
31011,40.7601,-73.99,7233029
31014,40.6655,-73.9907,7152927
31022,40.7104,-73.9486,7214767
31027,40.7421,-73.9788,7115009
31028,40.7273,-73.9831,7178035
3103,40.7201,-73.8369,7152431
31036,40.7479,-73.9762,7131541
31038,40.7269,-73.9867,7181503
31040,40.7282,-73.9892,7092938
31055,40.7637,-73.9938,7233441
31059,40.7897,-73.9734,7219113
31060,40.7363,-73.9798,7119696
31063,40.7348,-73.9865,7113877
31064,40.7594,-73.9712,7225829
31065,40.7845,-73.9503,7223683
31068,40.8851,-73.9128,7200633
31076,40.7313,-74.0068,7124138
31079,40.7396,-73.9816,7140375
31081,40.77,-73.9838,7192422
31083,40.7856,-73.9794,7167335
3109,40.753,-73.9958,7171802
31092,40.8799,-73.8723,7103865
31094,40.77,-73.9488,7175600
31096,40.6988,-73.9939,7149184
31099,40.7674,-73.9837,7211777
311,40.7848,-73.973,7135375
3110,40.7993,-73.9416,7168509
31105,40.7645,-73.984,7167655
31106,40.7676,-73.8198,7171292
31107,40.685,-73.9544,7179103
31108,40.7611,-73.9989,7119436
31109,40.7463,-73.9773,7230334
3111,40.7422,-73.9824,7171933
31111,40.7798,-73.9836,7149285
31113,40.8015,-73.9668,7220608
31115,40.7283,-73.9857,7210411
31116,40.7799,-73.9803,7124005
31118,40.7373,-73.9961,7171482
31119,40.7258,-73.9889,7092479
31129,40.6764,-73.9808,7114680
31131,40.7677,-73.9916,7156803
31132,40.7267,-73.9773,7146280
31135,40.6877,-73.945,7111827
31136,40.7751,-73.9547,7225853
31144,40.6983,-73.9929,7140563
31145,40.7313,-74.0068,7128380
31148,40.7749,-73.9782,7138259
31149,40.7487,-73.9425,7126098
31164,40.7088,-74.0059,7141262
31166,40.7788,-73.9765,7228519
31168,40.7847,-73.9474,7110126
31170,40.7667,-73.9559,7111224
31171,40.7448,-74.0052,7158671
31172,40.739,-73.9791,7152486
31173,40.645,-73.9794,7120389
31175,40.7438,-73.978,7216128
31181,40.7609,-73.9655,7166807
31184,40.7863,-73.971,7161511
31186,40.7612,-73.9978,7123633
31187,40.8036,-73.9569,7151177
31192,40.7681,-73.9539,7139637
31193,40.7592,-73.9948,7172136
31194,40.728,-73.9898,7132106
31195,40.7418,-73.9814,7176011
312,40.7637,-73.9938,7129249
31205,40.7425,-73.9789,7087933
31210,40.7253,-74.0021,7215650
31211,40.733,-73.9857,7103829
31212,40.7689,-73.9608,7131383
31213,40.7696,-73.9567,7184909
31216,40.7528,-73.9709,7201374
31219,40.7389,-73.9818,7099557
31221,40.796,-73.9742,7130419
31222,40.7993,-73.9688,7122265
31228,40.7679,-73.9527,7174459
31231,40.7811,-73.9471,7096578
31238,40.7032,-73.9072,7228108
3124,40.7619,-73.9638,7106980
31243,40.7965,-73.9619,7229057
31244,40.5796,-73.9685,7217658
31247,40.7832,-73.952,7114208
31250,40.7288,-74.003,7101219
31251,40.7749,-73.9782,7128186
31255,40.7838,-73.9534,7224058
31258,40.7465,-73.9957,7092943
31261,40.7652,-73.9897,7110673
31263,40.7035,-73.9897,7118219
31265,40.7109,-74.0056,7143845
31266,40.7835,-73.9837,7116032
3127,40.7277,-73.8154,7139964
31271,40.7248,-73.9831,7124899
3128,40.7199,-73.9973,7191927
31280,40.712,-73.9951,7101197
31281,40.7431,-73.9792,7199019
31283,40.693,-73.9574,7144300
31284,40.773,-73.9558,7156157
31285,40.7056,-74.0162,7154403
31290,40.8198,-73.9578,7222810
31291,40.8289,-73.9497,7103158
31294,40.7301,-73.9927,7230764
31295,40.7743,-73.9875,7129897
31298,40.6941,-73.9829,7123682
313,40.7538,-73.974,7125143
3130,40.6895,-73.9922,7106587
31300,40.7437,-73.9851,7149805
31304,40.7699,-73.9564,7182025
31306,40.7778,-73.9481,7169845
31307,40.8223,-73.94,7158059
31308,40.7084,-74.0151,7232596
31310,40.7559,-73.9658,7113090
31311,40.7572,-73.9648,7174788
31313,40.747,-73.984,7092876
31318,40.7677,-73.9672,7165976
31319,40.7559,-73.9928,7198393
31320,40.6461,-73.9617,7152778
31321,40.719,-73.9853,7104252
31322,40.7655,-73.9815,7147926
31323,40.7546,-73.9983,7215071
31324,40.7893,-73.9705,7218512
31328,40.7082,-74.0077,7233762
31330,40.7789,-73.9525,7088688
31334,40.7586,-73.9838,7194614
31336,40.7073,-74.0175,7126418
31338,40.7439,-73.9971,7113566
31340,40.7653,-73.9613,7225758
31341,40.6986,-73.91460000000001,7127053
31350,40.7509,-73.8919,7174024
31355,40.7156,-74.0059,7088502
31357,40.7571,-73.9647,7209797
31358,40.7482,-73.9749,7102588
31361,40.7444,-73.9754,7166949
31369,40.7466,-73.9779,7195257
3137,40.7248,-73.9922,7147130
31370,40.7657,-73.9572,7144624
31377,40.7369,-73.9842,7231347
31378,40.8214,-73.9401,7158305
31379,40.7768,-73.9518,7154515
3138,40.7987,-73.961,7145852
31383,40.6375,-73.9724,7166025
31388,40.745,-73.9863,7173633
31390,40.8719,-73.917,7121607
31393,40.7417,-74.0011,7127635
31399,40.6983,-73.9929,7195023
314,40.7493,-73.7142,7151407
31401,40.8008,-73.9611,7127486
31402,40.7953,-73.9629,7213309
31403,40.7637,-73.9847,7162990
31404,40.7385,-73.9836,7200088
31405,40.7352,-73.9998,7209302
31406,40.8369,-73.9423,7104914
31407,40.6909,-73.9911,7148091
31408,40.7472,-73.9725,7141422
3141,40.7775,-73.9835,7187729
31412,40.6844,-73.9087,7155711
31415,40.7778,-73.9484,7210163
31419,40.6368,-73.9722,7227122
31420,40.7986,-73.9434,7149520
31421,40.7385,-73.9836,7151716
31422,40.7617,-73.9063,7117691
31423,40.7681,-73.9539,7157931
31424,40.6838,-73.9342,7198450
31426,40.7463,-73.9773,7178240
31427,40.776,-73.9839,7203505
31429,40.7278,-73.9809,7156281
3143,40.7488,-73.9734,7091796
31430,40.711,-73.7841,7216092
31432,40.7173,-73.9537,7161499
31433,40.8081,-73.9415,7116061
31435,40.7344,-74.0057,7175502
3144,40.7607,-73.9954,7104918
31440,40.7476,-73.9742,7128604
31446,40.781,-73.9529,7121335
31452,40.7743,-73.948,7188529
31453,40.7319,-73.9832,7124353
31455,40.7695,-73.9603,7096898
31458,40.7324,-74.005,7222001
31461,40.708,-74.0149,7211795
31463,40.6861,-73.9145,7219492
31464,40.7292,-73.986,7108340
31465,40.7277,-74.0,7091999
31467,40.7191,-73.9847,7223982
31469,40.7886,-73.9748,7229609
31476,40.7304,-74.0339,7228587
3148,40.7329,-73.9752,7216886
31483,40.7261,-73.987,7193908
31484,40.7076,-74.0112,7116793
31485,40.841,-73.9365,7205810
31487,40.708,-74.0149,7185620
31490,40.7223,-73.9883,7161383
31493,40.6756,-73.9623,7117044
31494,40.8084,-73.9521,7122677
31496,40.716,-74.0036,7185563
31497,40.7568,-73.9982,7216551
31498,40.7679,-73.9597,7119578
31499,40.7197,-73.9884,7155843
315,40.7074,-74.0081,7223550
31504,40.7227,-73.9846,7113494
31508,40.7252,-73.9942,7214316
3151,40.7993,-73.9688,7176753
31510,40.7513,-73.9722,7143493
31511,40.7742,-73.9895,7150069
31514,40.7321,-74.008,7187030
31521,40.708,-74.0149,7169497
31526,40.7695,-73.9603,7177805
31528,40.7656,-73.9256,7153779
31532,40.8152,-73.9419,7108489
31533,40.7454,-73.979,7090529
31538,40.7598,-73.9924,7175964
31540,40.7516,-73.969,7092829
31543,40.7631,-73.9581,7176161
31545,40.8065,-73.949,7190462
31547,40.7488,-73.9734,7141252
31550,40.6944,-73.9639,7142677
31551,40.6681,-73.9552,7219862
31552,40.769,-73.9436,7129188
31553,40.7356,-74.0035,7101033
31554,40.6402,-74.0027,7163901
31555,40.8372,-73.943,7136000
31557,40.7728,-73.9591,7199378
31561,40.7334,-74.0047,7103374
31566,40.72,-73.9959,7190526
31567,40.7251,-73.9818,7160691
3157,40.8689,-73.9198,7198554
31571,40.7315,-73.9865,7127626
31578,40.71,-74.0143,7232958
3158,40.7633,-73.9577,7156122
31580,40.8198,-73.9578,7208873
31582,40.7382,-74.0023,7179360
31583,40.7613,-73.9998,7119921
31584,40.7282,-73.9826,7212225
31585,40.7436,-73.9919,7119203
31586,40.7643,-73.9905,7233434
31588,40.7695,-73.9603,7283310
3159,40.747,-73.985,7104828
31592,40.753,-73.9695,7154705
31593,40.7681,-73.9539,7157652
31595,40.8438,-73.9401,7140785
31597,40.7901,-73.9416,7090024
31598,40.6329,-73.9577,7095503
3160,40.7754,-73.9502,7134069
31600,40.7404,-73.9994,7165312
31602,40.7797,-73.9446,7193810
31605,40.7633,-73.9577,7137734
31609,40.7279,-73.9849,7190163
3161,40.7495,-73.9843,7139316
31611,40.617,-74.0365,7216105
31612,40.7604,-73.9617,7190842
31614,40.8111,-73.9583,7228005
31617,40.8014,-73.9663,7195002
3162,40.6088,-73.9874,7210874
31621,40.7795,-73.9594,7194440
31622,40.7495,-73.9794,7133905
31623,40.7056,-74.0162,7137455
31624,40.8088,-73.9448,7168268
31625,40.7365,-73.9827,7130987
31627,40.7482,-73.9786,7211838
3163,40.7185,-73.9851,7163630
31630,40.7485,-73.9736,7176104
31631,40.8192,-73.94,7230116
31632,40.7658,-73.9781,7136482
31634,40.8147,-73.9594,7163830
31636,40.7518,-73.9944,7192679
31637,40.7193,-73.9962,7173889
3164,40.7067,-74.0072,7145132
31640,40.7637,-73.9846,7233589
31642,40.7277,-74.0001,7222240
31643,40.7481,-73.9748,7099337
31646,40.7468,-73.9735,7088973
31649,40.7804,-73.9482,7139632
31656,40.7121,-74.0086,7197990
3166,40.735,-73.9968,7100980
31661,40.769,-73.9587,7232081
31664,40.8198,-73.9578,7221823
31665,40.7624,-73.9917,7223746
31666,40.7588,-73.9918,7198306
31667,40.6987,-73.9133,7227441
31669,40.7606,-73.9963,7129442
3167,40.7628,-73.9849,7199939
31673,40.6931,-73.9929,7121113
31675,40.7138,-73.9903,7191097
31678,40.7418,-73.9815,7181769
31679,40.7679,-73.9547,7190891
31680,40.7445,-73.9556,7224640
31681,40.7073,-74.0046,7160207
31683,40.7067,-74.0101,7193564
31686,40.7615,-73.9662,7156250
31688,40.7265,-74.0011,7200873
31690,40.7751,-73.9516,7216355
31691,40.7593,-73.9962,7089171
31692,40.7389,-73.9818,7134305
31693,40.7741,-73.9476,7102458
31695,40.7653,-73.9937,7091003
31699,40.7575,-73.9626,7090261
31700,40.7084,-74.0057,7294991
31701,40.7381,-74.0026,7145946
31704,40.7045,-74.0089,7216735
31706,40.7445,-73.9745,7132029
31707,40.7786,-73.9565,7139935
31710,40.7775,-73.9784,7127632
31712,40.7622,-73.9957,7230786
31713,40.7268,-74.0002,7161488
31714,40.761,-73.9885,7160659
31718,40.7439,-73.9743,7092078
31719,40.7452,-73.9916,7188745
3172,40.7862,-73.9423,7102570
31724,40.7788,-73.9786,7152831
31725,40.7127,-73.9443,7111533
31728,40.7152,-74.0116,7138924
31729,40.7323,-74.0023,7103901
31731,40.7383,-74.0015,7124282
31732,40.7763,-73.9463,7163641
31734,40.7439,-73.9971,7221892
31736,40.7448,-74.0017,7208519
31738,40.7666,-73.9847,7136671
31739,40.7067,-74.0072,7091935
3174,40.7912,-73.9523,7203865
31741,40.726,-73.9892,7200291
31742,40.7174,-73.9617,7229200
31744,40.7441,-73.9964,7213333
31745,40.7278,-74.0,7165867
31746,40.756,-73.9696,7205056
31748,40.6877,-73.945,7087755
31751,40.7472,-73.956,7097541
31752,40.777,-73.946,7118703
31756,40.7779,-73.9515,7105131
31760,40.7401,-73.9887,7189177
31764,40.7073,-74.0046,7092484
31767,40.6938,-73.9669,7211209
3177,40.7434,-74.0055,7231993
31770,40.7521,-73.9745,7126689
31772,40.7141,-74.0096,7221279
31773,40.7766,-73.9081,7106056
31774,40.8439,-73.9413,7135060
31775,40.7319,-73.9832,7218206
31777,40.6533,-73.9525,7114379
31779,40.8007,-73.9609,7191085
31781,40.7933,-73.9675,7117441
31782,40.7699,-73.9565,7207788
31783,40.7928,-73.9737,7114163
31786,40.7419,-73.9949,7129024
31789,40.7436,-73.9727,7160540
3179,40.6965,-73.9354,7148912
31790,40.7433,-73.9809,7093068
31794,40.7452,-73.9916,7134371
31795,40.6672,-73.9305,7202468
31796,40.7589,-73.7792,7166934
31797,40.7482,-73.9749,7089009
31798,40.7568,-73.9982,7102617
31799,40.7087,-74.0134,7148503
31800,40.7783,-73.9504,7184453
31806,40.7432,-73.9812,7129596
31809,40.8006,-73.9691,7127306
3181,40.7716,-73.9506,7192749
31812,40.7481,-73.9748,7159224
31814,40.7947,-73.9667,7095630
31819,40.7179,-74.0148,7162092
31827,40.7727,-73.9592,7141663
31828,40.7476,-73.976,7108100
3183,40.7801,-73.9516,7185191
31830,40.7462,-73.9757,7225970
31832,40.7298,-73.9828,7094702
31833,40.7035,-74.0109,7108774
31834,40.7551,-73.9928,7232047
31837,40.8155,-73.9369,7090503
31841,40.7745,-73.9897,7188791
31842,40.7804,-73.9794,7154208
31843,40.739,-73.9791,7143141
31844,40.8321,-73.9442,7111036
31845,40.7233,-73.9958,7159094
31849,40.7704,-73.9566,7124561
31854,40.6809,-73.9466,7153607
31858,40.7304,-74.005,7150283
31859,40.7758,-73.9506,7132286
31862,40.7446,-73.974,7183086
31865,40.7626,-73.9906,7229771
31866,40.764,-73.9819,7117113
31868,40.7704,-73.9566,7158156
31874,40.7795,-73.9522,7165893
31875,40.7611,-73.9989,7121512
31877,40.7067,-74.0072,7211336
3188,40.7716,-73.9506,7126373
31882,40.6927,-73.986,7226237
31885,40.7223,-73.9967,7195057
31891,40.7766,-73.9452,7111870
31892,40.739,-73.9821,7098861
31894,40.776,-73.9831,7139239
31899,40.745,-73.9783,7210511
3190,40.7056,-74.0084,7233819
31901,40.7315,-73.9864,7186249
31903,40.7104,-73.9484,7106576
31907,40.7771,-73.9515,7225281
31908,40.7316,-73.9839,7108306
31913,40.8222,-73.94,7155461
31914,40.7278,-73.9809,7147992
31915,40.7389,-73.9929,7101962
31916,40.7141,-74.0096,7209264
3192,40.7392,-73.9874,7108373
31923,40.7759,-73.9528,7201397
31926,40.7081,-74.0065,7142873
31928,40.7301,-74.0003,7217925
3193,40.776,-73.9556,7164690
31931,40.7517,-73.969,7200812
31932,40.7047,-74.0076,7193650
31933,40.7618,-73.9921,7184623
31934,40.7382,-73.9971,7091424
31935,40.7439,-73.9971,7125549
31937,40.7375,-73.9739,7135487
31939,40.7521,-73.9702,7130169
3194,40.7708,-73.9556,7227635
31944,40.6881,-73.9794,7179607
31945,40.7304,-74.0339,7166764
31946,40.6842,-73.9991,7178654
31950,40.7754,-73.9465,7231730
31952,40.7266,-73.978,7124706
31954,40.7553,-73.9955,7089579
31955,40.7781,-73.957,7132181
31956,40.7298,-73.9874,7096616
31958,40.7087,-73.955,7147445
31959,40.6903,-73.9272,7140149
31960,40.7213,-73.9876,7087979
31961,40.8007,-73.961,7260588
31962,40.7404,-73.9795,7134294
31968,40.7316,-73.9839,7185547
3197,40.8198,-73.9578,7109874
31973,40.7156,-74.0059,7147969
31974,40.6745,-73.9477,7165599
31976,40.7424,-73.9999,7097394
31977,40.7673,-73.9574,7202887
31981,40.675,-73.9551,7156363
31987,40.8438,-73.9401,7090059
31989,40.7278,-73.9834,7137286
31991,40.7999,-73.961,7169556
31993,40.7452,-73.9916,7191754
31995,40.7658,-73.9781,7148075
31997,40.7212,-73.9819,7169848
31998,40.7568,-73.9982,7102590
32,40.699,-73.9943,7224815
320,40.6983,-73.9929,7223021
32000,40.6927,-73.986,7174918
32005,40.7385,-73.9729,7197840
32009,40.7613,-73.9998,7091583
3201,40.74,-74.0016,7106434
32010,40.7481,-73.9745,7134724
32014,40.7516,-73.9394,7131301
32022,40.6715,-73.9445,7132334
32023,40.7679,-73.9598,7124102
32024,40.7176,-73.9531,7120057
32025,40.7306,-73.9837,7224922
32026,40.7318,-74.0016,7127237
32028,40.742,-73.9969,7228812
32038,40.6982,-73.9121,7121379
32040,40.7617,-73.9618,7199299
32042,40.7298,-73.9994,7443546
32048,40.7906,-73.9785,7215354
32049,40.7397,-73.9817,7200087
3205,40.7698,-73.9512,7136053
32054,40.7248,-73.9807,7230993
32058,40.8006,-73.9517,7168527
32060,40.7478,-73.9571,7181899
32061,40.7073,-74.0046,7124727
32062,40.7865,-73.9421,7184874
32063,40.7894,-73.9764,7160694
32069,40.7192,-73.9828,7092597
3207,40.7481,-73.9564,7093274
32070,40.7378,-73.9877,7098800
32072,40.7568,-73.9982,7159021
32076,40.7646,-73.9597,7179724
32077,40.8279,-73.9416,7158229
3208,40.7088,-74.0059,7202306
32080,40.7695,-73.9561,7093788
32083,40.8244,-73.9503,7135276
32085,40.7765,-73.9571,7224263
32089,40.7742,-73.9475,7096545
32090,40.7422,-73.9824,7201277
32092,40.781,-73.9528,7137448
32094,40.7179,-74.0148,7115409
32095,40.7048,-74.0145,7668124
32098,40.7565,-73.9973,7162314
32100,40.7795,-73.9522,7212413
32104,40.7758,-73.9542,7225641
32105,40.6839,-73.9463,7091136
32109,40.7465,-73.9737,7198091
3211,40.7518,-73.9944,7149132
32110,40.7446,-73.974,7123638
32115,40.753,-74.0037,7176999
3212,40.8465,-73.9372,7186932
32123,40.7943,-73.9675,7224769
32126,40.759,-73.9627,7219117
32128,40.7832,-73.9519,7188868
3213,40.6678,-73.9398,7203512
32132,40.7436,-73.9727,7227061
32134,40.7489,-73.9765,7174491
32135,40.7843,-73.9784,7159868
32136,40.753,-73.9959,7135334
32138,40.7762,-73.9555,7188573
3214,40.7774,-73.947,7216272
32140,40.6224,-74.0282,7129842
32141,40.7369,-73.9928,7232549
32142,40.7303,-73.9859,7227900
32147,40.7373,-74.0042,7093149
32151,40.7535,-73.9359,7088142
32163,40.8242,-73.9531,7190445
32164,40.8026,-73.9655,7105268
32166,40.7517,-73.969,7206579
32167,40.7204,-73.9846,7095474
32171,40.7226,-73.9946,7228544
32173,40.7769,-73.9459,7223969
32177,40.7773,-73.9887,7105215
3218,40.7993,-73.9625,7100818
32185,40.7639,-73.9808,7199539
32186,40.7226,-73.9963,7154428
32187,40.7081,-74.0065,7167769
32193,40.7434,-73.9933,7201928
32196,40.7415,-73.9759,7109191
32197,40.7998,-73.9697,7138600
32199,40.7602,-73.9597,7178014
322,40.6666,-73.9821,7174183
32200,40.6994,-73.9923,7150359
32201,40.7208,-73.9825,7203871
32203,40.7575,-73.9626,7089239
32205,40.7748,-73.9519,7105573
32207,40.7064,-74.0155,7149366
32210,40.7201,-73.852,7225305
32212,40.7164,-73.8439,7226959
32218,40.7341,-73.9896,7193896
3222,40.795,-73.9708,7175540
32221,40.7514,-73.9891,7105322
32222,40.7494,-73.9875,7102052
32224,40.7634,-73.9638,7144645
32225,40.7191,-74.0109,7088325
32226,40.7678,-73.9915,7231070
3223,40.7604,-73.987,7198625
32230,40.7548,-73.9944,7142702
32231,40.7606,-73.9994,7107465
32233,40.7688,-73.9576,7173548
32236,40.6711,-73.9355,7132832
32238,40.7775,-73.9633,7158603
32239,40.6927,-73.9057,7147243
32240,40.7823,-73.951,7139614
32241,40.7615,-73.9662,7156124
32243,40.7835,-73.9837,7099416
32248,40.8047,-73.9568,7199738
32250,40.691,-73.9667,7203422
32251,40.7283,-73.9816,7228924
32255,40.76,-73.9926,7111275
32256,40.7408,-74.0004,7212801
32260,40.7845,-73.976,7222695
32261,40.8217,-73.9455,7091083
32263,40.7411,-73.9823,7131922
32265,40.7768,-73.9816,7108050
32266,40.7323,-73.9881,7220613
3227,40.7687,-73.9867,7189667
32270,40.7779,-73.9515,7091359
32271,40.7605,-73.9678,7223338
32274,40.7088,-74.0059,7145711
32277,40.7045,-74.0089,7096111
32280,40.7742,-73.9554,7202144
32282,40.8291,-73.9482,7389516
32284,40.7067,-74.0072,7110931
32285,40.7601,-73.9901,7217335
32286,40.7766,-73.9503,7164799
32289,40.8139,-73.9442,7106773
32291,40.7711,-73.9515,7213324
32292,40.769,-73.9436,7160557
32295,40.7054,-74.0095,7177865
32296,40.7586,-73.9838,7207954
32297,40.7959,-73.9742,7217966
323,40.778,-73.9466,7202273
3230,40.7466,-73.9779,7112757
32300,40.7212,-73.9416,7111913
32301,40.7486,-73.9814,7177250
32303,40.7252,-73.9941,7222147
32306,40.6809,-73.9375,7161494
32307,40.7444,-73.9803,7180085
32309,40.7482,-73.9808,7123908
32313,40.7645,-73.984,7121463
32314,40.7479,-73.9894,7152818
32315,40.7334,-74.0047,7122417
32316,40.7204,-73.993,7229270
32317,40.761,-73.9885,7113701
32321,40.7067,-74.0071,7114811
32322,40.786,-73.9703,7190290
32323,40.7447,-73.9782,7216530
32325,40.7197,-73.9844,7161515
32326,40.7479,-73.9739,7180175
32330,40.7446,-73.974,7191850
32332,40.711,-73.8275,7163541
32335,40.6394,-73.9429,7190278
32337,40.7634,-73.9596,7112653
32338,40.7868,-73.9416,7104699
3234,40.7678,-73.9915,7164742
32342,40.7286,-73.9865,7121412
32344,40.7993,-73.9688,7178278
32346,40.795,-73.9415,7116231
32350,40.8009,-73.9702,7175120
32352,40.7431,-73.9792,7203040
32358,40.8462,-73.9387,7216727
3236,40.7533,-73.9683,7210345
32360,40.7321,-74.008,7121345
32363,40.7278,-73.9809,7208879
32364,40.7784,-73.988,7229824
32366,40.7404,-73.929,7095930
32367,40.7248,-73.9885,7153946
32368,40.7711,-73.9502,7127151
32369,40.7595,-73.989,7103115
32373,40.753,-73.9958,7211400
32379,40.761,-73.999,7192006
32381,40.7233,-73.9915,7147852
32391,40.7185,-73.9827,7159393
32399,40.7516,-73.969,7113322
32401,40.7673,-73.9922,7103395
32402,40.6681,-73.9552,7174963
32405,40.7281,-73.9861,7109667
32406,40.8014,-73.9663,7150239
32408,40.7482,-73.989,7231533
32412,40.7796,-73.9528,7227124
32415,40.7353,-73.854,7115479
32418,40.7723,-73.951,7154119
3242,40.7698,-73.9512,7224457
32421,40.7141,-74.0096,7233603
32422,40.7353,-73.9956,7117269
32423,40.7457,-73.9785,7126532
32424,40.7731,-73.948,7198400
32426,40.6426,-74.0148,7156518
32428,40.7739,-73.9881,7198935
32429,40.6596,-73.9985,7148823
32436,40.7413,-73.9781,7103428
32438,40.7889,-73.9719,7213951
32440,40.6822,-73.9604,7145520
32444,40.7804,-73.9514,7234081
32448,40.7476,-73.9742,7174648
32451,40.7056,-74.0162,7168113
32455,40.764,-73.977,7207240
32456,40.7775,-73.9536,7090196
32457,40.7469,-73.9802,7129166
32459,40.7708,-73.9556,7212828
32462,40.7632,-73.9783,7119233
32465,40.7189,-73.9503,7172082
32467,40.7555,-73.9695,7094916
32469,40.7459,-73.9572,7135547
32472,40.7633,-73.9785,7200119
32473,40.6881,-73.9794,7126926
32476,40.7957,-73.9727,7150369
32478,40.7248,-73.9885,7090914
32482,40.826,-73.9519,7199023
32484,40.7746,-73.9554,7228965
32485,40.7323,-73.9833,7197075
32486,40.7669,-73.961,7188509
32489,40.5872,-73.9879,7208800
32490,40.7731,-73.948,7175582
32493,40.716,-74.0036,7218890
32497,40.8014,-73.9663,7185106
32498,40.7633,-73.9932,7223218
325,40.7734,-73.9243,7161696
32505,40.7817,-73.9497,7092821
32506,40.7472,-73.956,7129945
32509,40.7844,-73.9497,7215339
3251,40.7782,-73.9482,7139824
32512,40.7593,-73.9959,7167980
32517,40.8261,-73.9387,7101142
32518,40.7087,-73.955,7225598
3252,40.7317,-73.9743,7095489
32522,40.7611,-73.9989,7188917
32525,40.7382,-73.9776,7124998
32528,40.7047,-74.0076,7135915
32529,40.693,-73.972,7144413
3253,40.7692,-73.9873,7230296
32530,40.6893,-73.9917,7211339
32534,40.7162,-74.0095,7098287
3254,40.7861,-73.9438,7145232
32540,40.8226,-73.9527,7167909
32542,40.7657,-73.9622,7171037
32545,40.7053,-74.0162,7138127
32547,40.8043,-73.9512,7108740
3255,40.7637,-73.9846,7159752
32552,40.7461,-73.9757,7102199
32554,40.7692,-73.9596,7233360
32560,40.744,-73.9994,7155798
32563,40.7242,-73.9892,7155773
32564,40.8532,-73.9299,7209544
32565,40.7937,-73.9761,7133390
32568,40.7677,-73.9834,7215400
3257,40.6481,-73.962,7179462
32571,40.7979,-73.9638,7181274
32577,40.8007,-73.9609,7089673
32579,40.7049,-74.0113,7158507
32585,40.777,-73.946,7181685
32587,40.7701,-73.9484,7208916
32588,40.7065,-74.0077,7136772
32589,40.6722,-73.9469,7112365
32590,40.7476,-73.9732,7173271
32591,40.7051,-74.008,7121709
32593,40.7562,-73.9968,7181888
32594,40.7913,-73.9717,7178868
32595,40.7681,-73.9563,7164888
32596,40.7346,-74.005,7116701
32597,40.7277,-73.8601,7159371
3260,40.7389,-73.9293,7128831
32601,40.7606,-73.9914,7114929
32605,40.7258,-73.9889,7226714
32606,40.7678,-73.9915,7176995
32608,40.7769,-73.951,7161132
32610,40.7613,-73.9993,7166303
32611,40.7299,-74.0071,7208764
32615,40.7062,-74.009,7222300
3262,40.711,-74.0051,7217203
32620,40.5946,-73.9617,7156098
32622,40.771,-73.9505,7174464
32625,40.7301,-73.9927,7140907
32627,40.7419,-73.9949,7233007
3263,40.7868,-73.9504,7164561
32631,40.6407,-73.9581,7228413
32633,40.7648,-73.994,7116720
32637,40.6822,-73.9947,7229061
3264,40.6765,-73.9524,7155701
32642,40.7176,-73.9975,7161482
32644,40.7787,-73.9453,7232276
32645,40.7808,-73.9766,7186613
32647,40.7609,-73.9655,7150581
32648,40.7075,-74.0059,7098224
3265,40.7469,-73.9849,7167668
32653,40.8214,-73.9401,7155468
32654,40.7701,-73.9484,7173143
32655,40.7074,-74.0069,7113408
32656,40.7141,-74.0096,7220812
32658,40.7779,-73.9515,7103448
32659,40.7617,-73.9825,7101416
